Player,Country,Rating
"Adithya, B.",IND,2096
"Aditya, Ch.",IND,2065
"Aditya, Gupta",IND,1937
"Aditya, Kumar K",IND,2083
"Aditya, Soni",IND,2132
"Aditya, Vikas R.",IND,2088
"Aditya, Vikram",IND,2164
"Adjina, Abdelwahab",ALG,2088
"Adkins, James D.",USA,2015
"Adla, Diego",ARG,2469
"Adler, Bo",SWE,2185
"Adler, Heiko",GER,2079
"Adler, Herbert",GER,2010
"Adler, Joel",SUI,2331
"Adler, Thomas",AUT,2011
"Adler, Viktor",USA,2394
"Adlersburg, Peter",AUT,2147
"Adloff, Ralf",GER,1997
"Adly, Ahmed",EGY,2473
"Admiral, Pedro",CUB,2082
"Adnan, Alrais",UAE,2142
"Adnan, Faisal",BAN,2120
"Adnani, Moklis",MAR,2244
"Adnoy, Hallvard V.",NOR,2266
"Adoamnei, Roxana",ROM,2024
"Adok, Janos",HUN,2252
"Adondakis, Hristina",GRE,2015
"Adorjan, Andras",HUN,2504
"Adorjan, Boton",HUN,1837
"Adriaans, Marion",NED,2011
"Adriaanse, Tom",NED,1937
"Adrian, Axel",GER,2100
"Adrian, Claude",FRA,2278
"Adrian, Robert",HUN,2091
"Adriashkin, Rostislav",RUS,2183
"Ady, Jonathan J.",HKG,2399
"Adyatomor, Choijiljav",MGL,2231
"Adyel, Samir",FRA,2151
"Adzic, Momcilo",SCG,2218
"Adzic, Slobodan",HUN,2205
"Aegerter, Martin",SUI,1976
"Aepfler, Christian",GER,2268
"Aepfler, Gerhard",GER,2022
"Aeschbacher, Johann",FRA,2147
"Afanasiev, Andrei V.",RUS,2011
"Afanasiev, Anton",RUS,2250
"Afanasiev, Dmitry",RUS,2048
"Afanasiev, Fedor",RUS,2422
"Afanasiev, Juri",RUS,2036
"Afanasiev, Nikolay",RUS,2115
"Afanasiev, Nikolay",RUS,2177
"Afanasiev, Vadim",RUS,2297
"Afanasiev, Vladimir Ivan.",RUS,1973
"Afanasieva, Oksana",RUS,2139
"Afanasjev, Alexei",RUS,2065
"Afek, Yochanan",ISR,2370
"Affentranger, Simon",SUI,2080
"Affinito, Pancrazio",ITA,2058
"Afifi, Assem",EGY,2283
"Afifi, Atef",EGY,2022
"Afinogenov, Andrey Y.",RUS,2320
"Aflalo, Sophie",FRA,1905
"Afonin, Alexander",RUS,2029
"Afonin, Alexey",RUS,2292
"Afonin, Sergey",RUS,2180
"Afonin, Vladimir",RUS,2368
"Afonso, Flora",ANG,2050
"Afonso, Paulo Jorge Barata",POR,1937
"Afonso, Sara Cerqueira",POR,1799
"Afrah, Navid",CAN,2141
"Afric, Ivan",CRO,1973
"Afromeev, Vladimir",RUS,2573
"Afshari, Mohammadreza",IRI,2258
"Aftsoglou, Ioannis",GRE,2243
"Afyoncu, Omer",TUR,2155
"Afzal, Kazi",BAN,2055
"Ag, Norbert",HUN,2083
"Agababean, Naira",MDA,2200
"Agabekov, Stanislav",UKR,2112
"Agacinski, Tadeusz",POL,2127
"Agaev, Hassan",AZE,2078
"Agaev, Ragim",AZE,2240
"Agaeva, Shahana",AZE,2112
"Agaeva, Zamina",AZE,2125
"Agafii, Victor",MDA,2310
"Agafonov, Yuri",LAT,2243
"Agaian, Sarkis",USA,2185
"Agamaliev, Gamil",AZE,2507
"Aganesova, Evgeniya",UKR,1877
"Agapov, K",RUS,2395
"Agapov, Sergei",RUS,2107
"Agapov, Sergey",RUS,2265
"Agaragimov, Djakhangir",AZE,2237
"Agardi, Norbert",HUN,2200
"Agartanov, Semen",RUS,1877
"Agarwal, Ashok",IND,2177
"Agarwal, Brajesh",IND,2119
"Agarwal, Rahul",IND,2096
"Agasiev, Armen",RUS,1925
"Agasiyeva, Fidan",AZE,2090
"Agayev, Nidjat",AZE,2246
"Agayeva, Aytan",AZE,1975
"Agayn, Ventzislav",BUL,2095
"Agdamus, Jose Luis",BRA,2276
"Agdestein, Emil",NOR,2053
"Agdestein, Espen",NOR,2401
"Agdestein, Simen",NOR,2594
"Ageev, Alexey",RUS,2274
"Ageev, Vladimir",RUS,1877
"Ageichenko, Genadi A",RUS,2402
"Agejevas, Aleksandras",LTU,2080
"Ageneau, Sylvain",FRA,2070
"Ager, Josef",AUT,2235
"Agergaard, Lars",DEN,2171
"Aggeli, Eleni",GRE,1786
"Aggelis, Nikolaos",GRE,1951
"Aggoune, Liza",FRA,1956
"Agh, Miklos",HUN,2176
"Aghabekian, Liana",ARM,2164
"Aghabeyghiha, Mohsen",IRI,2175
"Aghamalyan, Armen",AUS,2194
"Aghamohammadi, M.",IRI,2025
"Aghapour, Mammad",GER,2245
"Aghasaryan, Robert",ARM,0
"Aghayev, Miragha",ITA,1922
"Agic, Andja",SCG,2015
"Agienko, Maria",RUS,1990
"Aginian, Nelly",ARM,2319
"Agiorgitis, Petros",GRE,1651
"Agirretxe San Sebastian, J.",ESP,2176
"Agishev, Kamil",RUS,1946
"Agistriotis, Mihail",GRE,2069
"Agkatsev, Mourat",RUS,1976
"Aglave, Arnaud",BEL,2199
"Aglietti, Graziano",ITA,2055
"Agliullin, Renat",RUS,2038
"Agnelli, Francesco",ITA,2051
"Agnello, Giuseppe",ITA,2150
"Agnelo, Amorin",ANG,2176
"Agomeri, Gianluca",ITA,2122
"Agopov, Mikael",FIN,2386
"Agostani, Andrea",ITA,2165
"Agostini, Guillermo",ITA,2045
"Agosto, Erika",ITA,2022
"Agouridis, Aris",GRE,2117
"Agramunt Huguet, Joaquin",ESP,2111
"Agrapidis, Th",GRE,2012
"Agrawal, Kiran",IND,2008
"Agrech, Pierre",FRA,2146
"Agreda P., Mario",BOL,1923
"Agreda P., Mario",BOL,1934
"Agrest, Evgenij",SWE,2591
"Agrest, Inna",SWE,2030
"Agrest, Roman",SWE,2161
"Agrest, Svetlana",SWE,2257
"Agrifoglio, Fabio",ITA,2009
"Agrusti, Gaetan",FRA,1894
"Agter, Frank",NED,2057
"Aguado Moralejo, Aitor",ESP,2155
"Aguado Rodriguez, Guillermo",ESP,1884
"Aguas, Manuel",ESP,2284
"Agudelo, Antonio",COL,2355
"Agudo Tena, Angel",ESP,1998
"Agudova, Olga",UKR,2048
"Aguera Martinez, Joaquin",ESP,2095
"Aguera Naredo, Javier",ESP,2375
"Aguero, Luis Lazaro",CUB,2163
"Aguettaz, Maxime",FRA,2338
"Aguiar Garcia, Juan",ESP,2154
"Aguiar Macineiras, Santiago",ESP,2030
"Aguiar, Bruno Cesar Terra",POR,1960
"Aguiar, Carlos Alberto Branco l",POR,1994
"Aguiar, Justo",CUB,2087
"Aguila, Gustavo",ARG,2243
"Aguilar Austria, Ruben",MEX,1658
"Aguilar Canete, Emilio",ESP,1931
"Aguilar Garrido, Ivan",ESP,2151
"Aguilar Rogriguez, Hector",MEX,2120
"Aguilar Sevilla, Diego",ESP,2166
"Aguilar, Humberto",BOL,2197
"Aguilar, Jose Antonio",CUB,2073
"Aguilar, Juan",PER,2309
"Aguilar, Lopez Aldo",MEX,1987
"Aguilar, Luis",CRC,1973
"Aguilar, Pablo",ECU,2073
"Aguilar, Pedro",BOL,2212
"Aguilar, Rico Adolfo",MEX,1988
"Aguilar, Victor",PER,2059
"Aguilera Bonaque, Juan Carlos",ESP,2035
"Aguilera Bouza,  Anette",CUB,1823
"Aguilera Mojena, Arianna",CUB,1781
"Aguilera Quiztke, Alexandra",ESP,1814
"Aguinaga Ruiz, Jesus Luis",ESP,2131
"Aguirre Canflanca, Josu",ESP,2187
"Aguirre Izaguirre, Pedro Jose",ESP,2229
"Aguirre Izaguirre, Vicente",ESP,2177
"Aguirre Lorenzo, Luis",ESP,2070
"Aguirre Sarango, Lenin",ECU,2213
"Aguirre, Maria Claudia",ECU,1990
"Aguirre, Simon",FRA,2241
"Agullo Sanchez, Vicente",ESP,2071
"Agulto, Edgardo",AUS,2174
"Agur, Elieser",ISR,2285
"Agushi, Agim",SUI,2131
"Agustsson, Hafsteinn",ISL,1940
"Agustsson, Johannes",ISL,2315
"Agzamov, Valery",UZB,2209
"Agzamov, Viachesiav",UZB,2255
"Aharonov, Igor",ISR,2124
"Ahlander, Bjorn",SWE,2396
"Ahlberg, Guenter",GER,2133
"Ahlberg, Mario",GER,2032
"Ahlers, Ben",NED,2207
"Ahling, Michael",GER,2154
"Ahmad, Abdul Khaliq",IRQ,2233
"Ahmad, Adli",JOR,0
"Ahmad, Aziz",IRQ,2346
"Ahmad, E. Al-Azzah",PLE,2057
"Ahmad, Hussain",UAE,2125
"Ahmad, Iftikke",PAK,2250
"Ahmad, Junaid",IND,2025
"Ahmad, Maliki",MAS,2254
"Ahmad, Md Siraj Munir",BRU,2139
"Ahmad, Munirruddin",BRU,2071
"Ahmad, Nazir",PAK,2225
"Ahmadi, Mohsen",IRI,2058
"Ahmadi, Ramin",IRI,2066
"Ahmadinia, E",IRI,2189
"Ahmatovic, Hilmija",SLO,1936
"Ahmatovic, Mirela",SLO,1960
"Ahmd Saleh, B",YEM,2205
"Ahmed Garcia, Omar",ESP,1935
"Ahmed Harjour, Arabi",ESP,2028
Ahmed Khan Zameer,IND,2123
"Ahmed, Abdel Rahman",EGY,2023
"Ahmed, Abdul Sattar",IRQ,2268
"Ahmed, Ehab",EGY,2252
"Ahmed, Farhan Mukhtar",YEM,2200
"Ahmed, Feroz",BAN,2115
"Ahmed, Hamad Ali",BRN,1617
"Ahmed, Haseeb",PAK,2253
"Ahmed, Hussain",UAE,2104
"Ahmed, Ishaq",UAE,2107
"Ahmed, J.Majeed",IRQ,2063
"Ahmed, Jamal",BAN,2072
"Ahmed, Khalifa",UAE,2007
"Ahmed, Mahtabuddin",BAN,2111
"Ahmed, Mainuddin",BAN,2234
"Ahmed, Md. Fariduddin",BAN,1962
"Ahmed, Sayed",BAN,1877
"Ahmed, Shafiq",BAN,2165
"Ahmed, Sk. Nasir",BAN,2321
"Ahmed, Sk. Raju",BAN,1882
