Player,Country,Rating
"Abdul Satar, A.A.",IRQ,2199
"Abdul Satar, M A",IRQ,2240
"Abdul Wahaab, Farked",IRQ,2146
"Abdul Wahab, A. Rasheed",IRQ,2107
"Abdul, Azeez S.K.",IND,1877
"Abdul, Herman",USA,2080
"Abdul, Majed",BAN,2100
"Abdul, Majeed Mohamad",UAE,2254
"Abdul, Maleq",BAN,2249
"Abdul, Matin",BAN,1858
"Abdul, Momin",BAN,2032
"Abdul, Rasheed",IND,1880
"Abdul, Wadud",BAN,1817
"Abdul-Karem, Sharef",IRQ,2050
"Abdulaziz, Amal",UAE,1639
"Abdulaziz, Ibrahim",UAE,1849
"Abdulaziz, Mahmoud",LIB,2101
"Abdulghafour, Yousef",QAT,2140
"Abdulkarim, Ali",UAE,1919
"Abdulkarimli, Shalala",AZE,1550
"Abdulkhairov, Umar",UZB,2150
"Abdulla, A.",IRQ,2320
"Abdulla, A.S.",UAE,2233
"Abdulla, Ahmed Ibrahim",QAT,2180
"Abdulla, Al Tahir",UAE,1958
"Abdulla, Al-Rakib",BAN,2506
"Abdulla, Khayala",AZE,1990
"Abdulla, Mohamed Saleh",UAE,1956
"Abdullaev, A",UZB,2090
"Abdullaev, Kurban",UZB,1966
"Abdullaev, Makhish",AZE,2302
"Abdullaeva, Ulviyya",AZE,2090
"Abdullah Y, Tato",PHI,1983
"Abdullah, A Hamedo",MAR,2220
"Abdullah, Abbas",UAE,2068
"Abdullah, Al Raki",USA,2270
"Abdullah, Al-Saif",BAN,1940
"Abdullah, Jaafar Mohamed",UAE,2175
"Abdullah, Mansoor",UAE,2270
"Abdullah, Mohamed",UAE,2210
"Abdullah, Mohammed",IRQ,2085
"Abdullah, Mohd Kamal",MAS,2205
"Abdullah, Rafee",UAE,2192
"Abdullayev, Azer",AZE,2069
"Abdullayev, Elshad",AZE,2082
"Abdullayev, Kamran",AZE,1823
"Abdullin, Renat",RUS,2095
"Abdullina, Kamila R.",RUS,2058
"Abdulllaev, Shami",AZE,2041
"Abdulmanova, Albina",RUS,1786
"Abdulov, Oleg",RUS,2100
"Abdulov, Orkhan",AZE,2269
"Abdulov, Rauf",RUS,2134
"Abdulrahman, Ahmed",UAE,1910
"Abdulrahman, Nezam",UAE,2045
"Abdulvagabov, Makhach",RUS,2281
"Abdulyazanov, Malik",RUS,2361
"Abdur, Rouf",BAN,2036
"Abdurachman, A.A.",INA,2165
"Abdurafiev, Memet",UKR,2162
"Abduramanov, Arsen",UKR,2099
"Abdus Sidique,",IND,1854
"Abdyzhaparov, Aydar",KGZ,2060
"Abe,Nelson",BRA,1817
"Abed, Meisam",IRI,2036
"Abed, Rabou",JOR,2110
"Abedi, Abolfazl",IRI,2161
"Abedi, Ali",IRI,2241
"Abedi, Amin",IRI,1953
"Abedian, Saeid",IRI,2166
"Abedin, Md. Jaynul",BAN,1961
"Abedin, Zainal",BAN,1698
"Abedinov, Adnan",SWE,2132
"Abegg, Beat",SUI,1901
"Abel Naby, Ahmed",EGY,2061
"Abel Vazquez, Jose Luis",ESP,2002
"Abel, Dennes",GER,2305
"Abel, Imre",HUN,2014
"Abel, Lajos",HUN,2309
"Abel, Manfred",GER,2021
"Abel, Peter",SVK,2205
"Abel, Thomas",GER,2336
"Abela, Daniel",MLT,2082
"Abele, Albert",GER,1979
"Abele, Edmund",GER,1911
"Abelev, Oleg",RUS,2316
"Abelgas, Rodolfo Varron",MAC,1926
"Abelha, Mozart",BRA,2045
"Abelian, Artak",RUS,2346
"Abelian, Oganes",RUS,2324
"Abella Cruz, Francisco Luis",ESP,1934
"Abella Vazquez, Carlos Manuel",ESP,2206
"Abella Vazquez, Cesar",ESP,2140
"Abella, Julio C.",ARG,2291
"Abella, Roger",PHI,2330
"Abelleira Gonzalez, Daniel",ESP,1940
"Abello, Sebastien",FRA,2275
"Abellot Dura, Jose Luis",ESP,1947
"Abeln, Michiel",NED,2363
"Abendroth, Guenter",GER,2225
"Abendroth, Karlheinz",GER,2117
"Abente, S Ramiro",PAR,1654
"Abera, Yimam",ETH,2201
"Aberbach, Angel",ARG,2066
"Aberg, Tommi",FIN,2039
"Abergel, Thal",FRA,2517
"Aberlenc, Thomas",FRA,2040
"Abesingea, A.G.T.C",SRI,1731
"Abeuov, M.",KAZ,2169
"Abeynayake, D.R.",SRI,1890
"Abhash Kumar,",IND,1972
"Abhash, Kumar",IND,2100
"Abhau, Jochen",GER,2263
"Abhay, G.N.",IND,2052
"Abhay, Kadekar",IND,1865
"Abhay, Keshav Patankar",IND,2093
"Abhay, T.",IND,2260
Abhijit Chutia,IND,2044
"Abhijit, Kar",IND,1944
Abhijith .R,IND,1846
"Abhilash, Reddy M.L.",IND,2070
"Abhimanyu, Poddar",IND,2002
"Abhimod, K.",IND,2016
"Abhinav Nr,",IND,1834
"Abhirama, M.",IND,2137
"Abhishek, Das",IND,2337
"Abhishek, Kelkar",IND,2117
"Abhishek, Paul Y.",IND,2010
"Abhishek, Singh",IND,2120
"Abhratanu, Dutta",IND,2081
"Abhyankar, M.N.",IND,2122
"Abhyudaya, Rajpurohit",IND,2112
"Abibula, Aytechin",ROU,2328
"Abid, Ali",IND,2153
"Abidin, Zukkernain",BRU,2179
"Abildlund, Jens",DEN,2195
"Abilmazhinov, Dauren",KAZ,2428
"Abilov, Evgeniy",RUS,1967
"Abis, Roberto",ITA,1983
"Abishek.T.K.S,",IND,1761
"Abisheva, Aziza",AZE,1960
"Abishova, Anna",EST,2045
"Abkarian, Suren",ARM,2023
"Ablonczy, Kalman",HUN,1893
"Abo Elnasr, Mohamed",EGY,2160
"Abo Hagag, Mohamed",EGY,2120
"Abo Nar, Mohamed",EGY,2138
"Abo Zekry, Mohamed",EGY,2218
"Abohazeem, Abed",JOR,1689
"Abolianin, Arthur",BEL,2373
"Abolichin, Dmitrij",LTU,2110
"Abolina, Arija-solveiga",LAT,1924
"Abolina, Liga",LAT,2140
"Abornev, Sergey",RUS,2195
"Abos Rosico, Antonio",ESP,2049
"Abos Santolaria, Roman",ESP,1751
"Abou El Zein, Eid Mahmoud",EGY,2307
"Abou Nassif, Ahmad",LIB,1857
"Abouan, Stephane",FRA,2038
"Aboud, Tony",FRA,1780
"Aboudi, M.",JOR,2174
"Aboutail, Mohamed",EGY,2162
"Aboy Nieto, Pablo",ESP,1943
"Abraham, Helmut",GER,1817
"Abraham, Ingo Dr.",GER,2245
"Abraham, Jan",SVK,1971
"Abraham, Jan Willem",GER,2198
"Abraham, Lajos",HUN,1890
"Abraham, Zoltan",HUN,1957
"Abrahamson, Philip",NZL,2085
"Abrahamsson, Daniel",SWE,2018
"Abrahamsson, Roaul",NOR,1983
"Abrahamyan, Tatev",USA,2229
"Abramchuk, Klavdia",UKR,2131
"Abramenko, Sergey",BLR,2138
"Abramichev, Artyom",RUS,1973
"Abramov, Alexander",RUS,2243
"Abramov, Anatoli P.",RUS,2210
"Abramov, Anatolij",RUS,2139
"Abramov, Andrei",RUS,2155
"Abramov, Artem",RUS,1913
"Abramov, Boris",RUS,2243
"Abramov, Igor",RUS,2072
"Abramov, Leonid",RUS,2363
"Abramov, Nikolay",RUS,2002
"Abramov, Pavel",RUS,2052
"Abramov, Pavel Ivan.",RUS,2404
"Abramov, Sergey",RUS,2075
"Abramov, Sergey",RUS,2355
"Abramov, Valentin",RUS,2321
"Abramov, Valery",RUS,2248
"Abramov, Vitaliy",RUS,1987
"Abramov, Yuri",ISR,2123
"Abramova, Ekaterina",RUS,2190
"Abramova, Marina",UKR,2028
"Abramova, Oksana",RUS,2097
"Abramova, Yulia",RUS,2053
"Abramovic, Bosko",SRB,2499
"Abramovic, Darko",CRO,2025
"Abramovic, Dragoljub",MNE,2171
"Abramovich, Antuan",RUS,2055
"Abramson, Horacio",ARG,2221
"Abrashin, Aleksey",RUS,2248
"Abrashkin, Boris",RUS,2416
"Abravanel, Chely",FRA,2329
"Abregu, Miguel",ARG,2251
"Abreu Cordero, Jose Leonardo",CAN,2119
"Abreu Delgado, Aryam",CUB,2494
"Abreu Suarez, Isauro",ESP,2085
"Abreu, Guilherme Correa",BRA,2085
"Abreu, Jorge D.",DOM,2385
"Abreu, Luis Filipe Simoes",POR,1685
"Abreu, Rafael",DOM,1840
"Abril Avellanas, Eduardo",ESP,2142
"Abromaitis, Marius",LTU,2059
"Abromeit, Guenter",GER,1880
"Abroshina, I",RUS,2075
"Abrosimov, Alexandre",RUS,2310
"Abrosimov, Nikolay",RUS,2065
"Abrosimov, Vladimir",RUS,2317
"Absava, Giorgi",GEO,2205
"Absmaier, Friedrich",GER,2166
"Absoliamov, Javday",RUS,1948
"Abstengo, William Rodriguez",CUB,2046
"Abt, Alfred",GER,1800
"Abu Alsoud, Ghassan",JOR,1990
"Abu Kasim, Kamar Dani",MAS,1664
"Abu Nabhan, Loai",JOR,2005
"Abu Rohima, Younis",JOR,2019
"Abu Sarhan, Attia",JOR,2053
"Abu Sufian, Shakil",BAN,2395
"Abu-Aita, Mohamed",GER,2120
"Abu-Hazeem, M.",JOR,1993
"Abubakar, Nurdin",INA,2167
"Abubekerov, Oleg",RUS,2246
"Abuhijlah, N.",JOR,2035
"Abuin Bullon, Manuel Angel",ESP,2120
"Abul, Hasnat",BAN,1879
"Abul, Kashem",BAN,1894
"Abul, Qasem",BAN,2043
"Abuladze, Lana",RUS,2016
"Abulhul, Tarik",LBA,2027
"Abundo, Casto",PHI,2205
"Abuomar, Ahmed",JOR,1998
"Aburto Munoz, Horacio",MEX,1778
"Aburto Renobales, Rafael",ESP,1590
"Abusdal, Ivar A.",NOR,1990
"Abushinov, Alexander",RUS,2012
"Abylkassymova Raushan,",KAZ,1669
"Abzalov, Ivan",RUS,2125
"Abzhirko, Nikolay",RUS,2057
"Ac, Alexander",SVK,2066
"Ac, Michal",SVK,2179
"Acar, Gizem",TUR,1934
"Acar, Ozgur",TUR,2035
"Acarbay, Algi",TUR,1894
"Acarbay, Aydin",TUR,1809
"Accadebled, David",FRA,1924
"Accardo, Francesco",ITA,1857
"Accatatto Martin, Nicola",ESP,1944
"Accattato Martin, Mario",ESP,2113
"Accensi Estrada, Miguel Angel",ESP,2167
"Acco, David",FRA,1944
"Accouri, Pascal",FRA,1980
"Acebal Muniz, Antonio",ESP,2185
"Acebal Muniz, Jose Maria",ESP,2343
"Acero Solis, Alberto",ESP,1917
"Acers, Jude",USA,2225
"Aceto, Lorenzo",ITA,2054
"Acevedo Garcia, Hilda",MEX,2070
"Acevedo Milan, Armando",MEX,2235
"Acevedo, Guillermo",NCA,2051
"Acevedo, Johan",COL,2168
"Acevedo, Julio",DOM,2027
"Acevedo, Salmir",ESA,2100
"Acevedo, Victor",PAR,2105
"Acha, Jorge",ARG,2198
"Achang, Andrei",RUS,2210
"Acharya, Abhijit",IND,1856
"Acharya, Chandragupta K.",IND,2300
"Achenbach, Manfred",GER,2196
"Achenbach, Volker",GER,2165
"Acher, Mathieu",FRA,2381
"Achereiner, Guillaume",FRA,2000
"Achig Balarezo, Jose",ECU,1955
"Achilova, Saodat",TKM,1928
"Achilova, Zumrat",TKM,2014
"Achirei, Daniel Laurentiu",ROU,2082
"Achleitner, Robert",AUT,2039
"Achmad, Bachtiar",INA,2163
"Achmed-Zade, Ismail",GER,1969
"Acholonu, Gregory",USA,2251
"Achour, Faouzi",FRA,2048
"Achs, Reinhold",AUT,2148
"Achtergaele, Koen",BEL,2060
"Achutti, Andre",BRA,2091
"Acic, Sladjana",SRB,2005
"Acimovic, Dejan",SLO,1988
"Acimovic, Svetozar",SRB,2354
"Ackaert, Thierry",BEL,1969
"Ackerman, Ernest",SVK,2177
"Ackermann, Dennie",GER,2099
"Ackermann, Dieter",GER,2025
"Ackermann, Frank",GER,2090
"Ackermann, Hans-Werner",GER,2342
"Ackermann, Hermann",GER,1962
"Ackermann, Johannes",GER,1904
"Ackermann, Robert",GER,2029
"Ackermann, Robert",LUX,2059
"Ackermann, Roland",SUI,2280
"Acketa, Tihomir",SRB,1988
"Ackley, Peter J E",ENG,2139
"Acksteiner, Heinz",GER,2012
"Acon, Jennifer T",USA,1735
"Acor, Corey B",USA,2246
"Acosta Alayon, David",ESP,1903
"Acosta Cubides, Jorian Jared",COL,1998
"Acosta Garcia, Alfonso Carlos",ESP,2327
"Acosta Horta, Ricardo",CUB,1963
"Acosta Pedroso, Gerardo",CUB,2116
"Acosta Sosa, Juan Manuel",ESP,1881
"Acosta, Alejandro",COL,2336
"Acosta, Alejandro",MEX,2215
"Acosta, Mariano",ARG,2021
"Acosta, Mariano",USA,2108
"Acosta, Omar",ARG,2248
"Acosta, Pablo",ARG,2093
"Acosta, Raul",ARG,2064
"Acosta, Ricardo",CUB,1858
"Acosta, Tomas",ARG,2275
"Acquart, Alexis",FRA,1960
"Acquart, Laurent",FRA,2041
"Acriz Ibanez, Salvador",ESP,1687
"Acs, Gabor",HUN,2234
"Acs, Peter",HUN,2548
"Acsinte Matei, Ionut",ROU,1642
"Acuna Celada, Ivan",ESP,2136
"Acuna Torrescusa, Carlos",ESP,1865
"Acuner, Emrah",TUR,1895
"Acunzo, Domenico",ITA,1755
"Aczel, Gergely",HUN,2255
"Ada, Baryalai",CAN,2225
"Adad, Carlos",ARG,2197
"Adad, Julio",ARG,2275
"Adahl, Mattias",SWE,2094
"Adair, Danny",NZL,2026
"Adair, James",ENG,2067
"Adair, Robin",GER,2038
"Adajkin, Andrey",RUS,2021
"Adam, A",KEN,2205
"Adam, Andrea",ROU,1904
"Adam, Attila",ROU,2032
"Adam, Detlef",GER,2092
"Adam, Earle",RSA,1961
"Adam, Etienne",FRA,2116
"Adam, Fabrice",FRA,2118
"Adam, Gunther",AUT,2057
"Adam, Gyorgy Jr.",HUN,2073
"Adam, Gyorgy Sr.",HUN,2066
"Adam, Jakob",GER,1773
"Adam, Miroslav",SLO,2142
"Adam, Olga",HUN,1953
"Adam, Oliver",GER,2067
"Adam, Petr",CZE,2079
"Adam, Valerian",CAN,2410
"Adam, Wilfried",GER,1997
"Adam, Zoltan",HUN,1939
"Adamanova, L",RUS,2065
"Adamantidis, Panagiotis",SUI,2133
"Adamcik, Martin",CZE,2181
"Adamcik, Tomas",SVK,1947
"Adamczyk, Robert",POL,1759
"Adame, Vladimir",CZE,1978
"Adamec, Antonin",CZE,2206
"Adamek, Frantisek",CZE,2102
"Adamek, Jiri",CZE,2204
"Adamek, Petr",CZE,2130
"Adamek, Przemyslaw",POL,1929
"Adamek, Zdenek",CZE,2173
"Adames, Ariella",DOM,1930
"Adames, Tony",DOM,2042
"Adamidis, Alexander",AUT,2135
"Adamik, Bohuslav",SVK,2105
"Adamik, Frantisek",CZE,1913
"Adamko, Peter",SVK,2156
"Adamkowicz, Zdzislaw",POL,2000
"Adamo, Luigi",ITA,2011
"Adamopoulos, Ioannis",GRE,2098
"Adamov, Andrey",RUS,2340
"Adamova, Ekaterina",RUS,2019
"Adamova, Marina",RUS,1996
"Adamova, Tuyara",RUS,1828
"Adamovic, Nenad",SRB,2242
"Adamovic, Strahinja",SRB,2006
"Adamowicz, Katarzyna",POL,2079
"Adamowicz, Lukasz",POL,1838
"Adamowicz, Maciej",POL,1813
"Adamowski, Jan",POL,2047
"Adams, David M",ENG,2203
"Adams, James B",ENG,2300
"Adams, Mark",WLS,2022
"Adams, Michael",ENG,2726
"Adams, Nick A.",USA,2245
"Adams, Philip",ENG,2154
"Adamski, Andrzej",POL,2224
"Adamski, Jan",POL,2333
"Adamski, Michal",POL,2220
"Adamson, Garry",RUS,2126
"Adamson, Konstantin",RUS,2170
"Adamson, Robby",USA,2335
"Adamus, Filip",POL,1780
"Adan Bermudez, Sergio",ESP,2087
"Adardour, Mostafa",MAR,1569
"Adarov, Arzhan",RUS,2220
"Adasiak, Leszek",POL,2015
"Adda, Olivier",FRA,2158
"Addison, Bret C",ENG,2244
"Addison, Wiliam G",USA,2490
"Adeba Rodriguez, Jesus",ESP,2013
"Adebajo, Olufemi",ENG,2029
"Adebayo, Adegboyega",NGR,2266
"Adedeji, Adekola",NGR,2001
"Adeishvili, Nino",GEO,1977
"Adel Lahchaichi, Oussama",ESP,2340
"Adel, Hyssam",EGY,2069
"Adelaja, Abimbola",NGR,2159
"Adell Corts, Francisco",ESP,2220
"Adelman, Charles D",USA,2268
"Adema, Johan",NED,2017
"Ademi, Sami",SRB,2249
"Ademi, Sead",SRB,2143
"Ademovic, Bozidar",SRB,2102
"Aderito, Pedro",ANG,2349
"Adhami, Hesham",PLE,2031
"Adhami, Vangjel",ALB,2272
"Adharsh P Yeshwanth,",IND,1732
"Adhiban, B.",IND,2401
"Adianto, Utut",INA,2574
"Adib, Santiago",URU,2081
"Adibekian, Roubik Dr.",GER,2252
"Adil, Abdelaziz",MAR,2076
"Adinez, Andrey",RUS,2259
"Adinolfi, Vincenzo",ITA,2111
"Adishta Selvam.S,",IND,1826
"Adith, Jagadish",IND,2014
"Adithya, B.",IND,2126
"Aditya Chakraborty,",IND,1915
"Aditya, Ch.",IND,1893
"Aditya, Gupta",IND,1877
"Aditya, Kumar K",IND,2158
"Aditya, Soni",IND,2102
"Aditya, Vikas R.",IND,2099
"Aditya, Vikram",IND,2085
"Adjina, Abdelwahab",ALG,2088
"Adkins, James D.",USA,2015
"Adla, Diego",ARG,2480
"Adler, Bo",SWE,2208
"Adler, Heiko",GER,2064
"Adler, Herbert",GER,2041
"Adler, Joel",SUI,2299
"Adler, Thomas",AUT,2050
"Adler, Viktor",USA,2394
"Adlersburg, Peter",AUT,2152
"Adloff, Ralf",GER,2088
"Adly, Ahmed",EGY,2551
"Admiral, Pedro",CUB,2082
"Adnan, Alrais",UAE,2142
"Adnan, Faisal",BAN,2120
"Adnani, Moklis",MAR,2277
"Adnoy, Hallvard V.",NOR,2296
"Adoamnei, Roxana",ROU,2023
"Adok, Janos",HUN,2250
"Adolfssen, Rico",DEN,1948
"Adolfsson, Daniel",SWE,1970
"Adondakis, Hristina",GRE,2015
"Adoptante, Roderick",PHI,2136
"Adorjan, Andras",HUN,2504
"Adorjan, Attila",HUN,1959
"Adorjan, Boton",HUN,1909
"Adriaans, Marion",NED,2011
"Adriaanse, Tom",NED,1978
"Adrian, Axel",GER,2100
"Adrian, Claude",FRA,2285
"Adrian, Robert",HUN,2084
"Adriani, Vieri",ITA,2081
"Adriashkin, Rostislav",RUS,2183
"Adu, Oladapo",NGR,2301
"Ady, Jonathan J.",HKG,2375
"Adyatomor, Choijiljav",MGL,2173
"Adyel, Samir",FRA,2173
"Adzic, Momcilo",SRB,2244
"Adzic, Slobodan",HUN,2161
"Adzima, Miroslav",SVK,2031
"Aegerter, Martin",SUI,1931
"Aepfler, Christian",GER,2308
"Aepfler, Gerhard",GER,2040
"Aerni, Andi",SUI,2062
"Aerts, Eric",BEL,2058
"Aeschbach, Philipp",SUI,2050
"Aeschbach, Werner",SUI,2046
"Aeschbacher, Johann",FRA,2069
"Afanasiev, Andrei V.",RUS,2011
"Afanasiev, Anton",RUS,2272
"Afanasiev, Dmitry",RUS,2048
"Afanasiev, Fedor",RUS,2422
"Afanasiev, Juri",RUS,2014
"Afanasiev, Nikolay",RUS,2115
"Afanasiev, Nikolay",RUS,2177
"Afanasiev, Vadim",RUS,2297
"Afanasiev, Vladimir Ivan.",RUS,1973
"Afanasieva, Oksana",RUS,2139
"Afanasjev, Alexei",RUS,2065
"Afanaskin, Pavel",RUS,1924
"Afek, Yochanan",ISR,2350
"Affentranger, Simon",SUI,2080
"Affinito, Pancrazio",ITA,2044
"Afifi, Assem",EGY,2272
"Afifi, Atef",EGY,2022
"Afinogenov, Andrey Y.",RUS,2312
"Aflalo, Sophie",FRA,1923
"Afloarei, Jenica",ROU,1944
"Afonin, Alexander",RUS,2029
"Afonin, Alexey",RUS,2292
"Afonin, Sergey",RUS,2180
"Afonin, Vladimir",RUS,2368
"Afonso, Flora",ANG,2050
"Afonso, Nuno Cerqueira",POR,1623
"Afonso, Paulo Jorge Barata",POR,1938
"Afonso, Paulo Jorge Pereira",POR,1532
"Afonso, Sara Cerqueira",POR,1766
"Afrah, Navid",CAN,2141
"Afrakhteh, Nahid",FRA,1449
"Afriany, V.",HAI,2068
"Afric, Ivan",CRO,1958
"Afromeev, Vladimir",RUS,2646
"Afshar, Niusha",IRI,1925
"Afshari, Mohammadreza",IRI,2193
"Aftsoglou, Ioannis",GRE,2184
"Afyoncu, Omer",TUR,2073
"Afzal, Kazi Md. Mahbub",BAN,1947
"Ag, Norbert",HUN,2237
"Agababean, Naira",MDA,2178
"Agabekov, Stanislav",UKR,2079
"Agacinski, Tadeusz",POL,2104
"Agaev, Hassan",AZE,2078
"Agaev, Ragim",AZE,2240
"Agaeva, Shahana",AZE,2112
"Agaeva, Zamina",AZE,2125
"Agafii, Victor",MDA,2298
"Agafonov, Alexey",RUS,2160
"Agafonov, Vladimir",RUS,2227
"Agafonov, Yuri",LAT,2186
"Agaian, Sarkis",USA,2188
"Agamaliev, Gamil",AZE,2479
"Aganesova, Evgeniya",UKR,2038
"Agapov, K",RUS,2395
"Agapov, Sergei",RUS,2121
"Agapov, Sergey",RUS,2265
"Agaragimov, Djakhangir",AZE,2311
"Agardi, Norbert",HUN,2167
"Agartanov, Semen",RUS,1877
"Agarwal, Ashok",IND,2105
"Agarwal, Brajesh",IND,2140
"Agarwal, Rahul",IND,2069
"Agasiev, Armen",RUS,1925
